date,port_ret,port_ret_gross,bench_ret,excess,turnover,n_hold,equity,bench_equity
2018-02-21,-0.004538842015949451,-0.004538842015949451,-0.0028568315215847795,-0.0016820104943646719,0.0,1,17907.51685784431,20802.698856829087
2018-02-22,0.008359151233546358,0.008359151233546358,-0.00012191558999907759,0.008481066823545436,0.0,1,18057.20849947631,20800.162683524384
2018-02-23,-0.001,0.0,0.02054528185945359,-0.02154528185945359,0.5,0,18039.151290976835,21227.507888579883
2018-02-26,0.0,0.0,0.013321550837094964,-0.013321550837094964,0.0,0,18039.151290976835,21510.291214062432
2018-02-27,0.0,0.0,-0.012438989451966753,0.012438989451966753,0.0,0,18039.151290976835,21242.724928541975
2018-02-28,0.0,0.0,-0.0064470711731037245,0.0064470711731037245,0.0,0,18039.151290976835,21105.771569016997
2018-03-01,0.0,0.0,-0.01640251139379445,0.01640251139379445,0.0,0,18039.151290976835,20759.583910381374
2018-03-02,0.0059142857008839264,0.0069142857008839265,0.009223743918494565,-0.003309458217610638,0.5,1,18145.839985513143,20951.064996225232
2018-03-05,0.003461778570609031,0.003461778570609031,0.011136805972159936,-0.007675027401550905,0.0,1,18208.656865520694,21184.392941998307
2018-03-06,-0.0008483203438442999,-0.0008483203438442999,0.004250022798994113,-0.005098343142838413,0.0,1,18193.210091467594,21274.42709498465
2018-03-07,-0.009282843715292977,-0.009282843715292977,0.0023246397951177666,-0.011607483510410743,0.0,1,18024.32536550901,21323.882474827984
2018-03-08,0.01091241501352358,0.01091241501352358,0.005530515362061061,0.005381899651462518,0.0,1,18221.014284236222,21441.814534433805
2018-03-09,0.01718096529444124,0.01718096529444124,0.019516473182954908,-0.002335507888513666,0.0,1,18534.068898283203,21860.283132788973
2018-03-12,-0.001,0.0,0.005336800631123406,-0.006336800631123406,0.5,0,18515.53482938492,21976.94710560858
2018-03-13,0.0,0.0,-0.013675081322214622,0.013675081322214622,0.0,0,18515.53482938492,21676.410566725375
2018-03-14,0.0,0.0,-0.00017550230216145657,0.00017550230216145657,0.0,0,18515.53482938492,21672.606306768317
2018-03-15,0.00017686616036594136,0.0011768661603659414,-0.0008776655493073493,0.0010545317096732907,0.5,1,18518.80960093732,21653.585006849164
2018-03-16,-0.0035264483472685626,-0.0035264483472685626,-0.002986684174981158,-0.0005397641722874047,0.0,1,18453.50397542671,21588.912587177598
2018-03-19,-0.015279182123987267,-0.015279182123987267,-0.02143550958313989,0.006156327459152622,0.0,1,18171.549527360443,21126.143244525585
2018-03-20,-0.0003422703863175114,-0.0003422703863175114,0.0033066958737661967,-0.003648966260083708,0.0,1,18165.329944083725,21196.000975220853
2018-03-21,-0.02265464507413295,-0.02265464507413295,-0.004374422371069109,-0.018280222703063842,0.0,1,17753.80084154599,21103.28071437764
2018-03-22,-0.014129736670898452,-0.014129736670898452,-0.024796993294031733,0.010667256623133281,0.0,1,17502.94431074737,20579.982804021147
2018-03-23,-0.023156647911524275,-0.023156647911524275,-0.02647671308446442,0.0033200651729401454,0.0,1,17097.634791928376,20035.09250403587
2018-03-26,0.047471807940064226,0.047471807940064226,0.03734012155544608,0.010131686384618144,0.0,1,17909.29042700016,20783.20529351118
2018-03-27,-0.025641025649885796,-0.025641025649885796,-0.03251253923853792,0.006871513588652123,0.0,1,17450.077851790193,20107.490515903308
2018-03-28,-0.011049067356265319,-0.011049067356265319,-0.011559658435932652,0.000510591079667333,0.0,1,17257.27076623369,19875.05479353571
2018-03-29,0.007808745782563742,0.007808745782563742,0.018405004908337297,-0.010596259125773555,0.0,1,17392.028406548077,20240.85527456421
2018-04-02,-0.006556204541024235,-0.006556204541024235,-0.02899111378260444,0.022434909241580203,0.0,1,17278.002710931443,19654.050336242086
2018-04-03,0.010259179264484608,0.010259179264484608,0.01130935323814164,-0.0010501739736570315,0.0,1,17455.26083807514,19876.324934054865
2018-04-04,0.01912227566726199,0.01912227566726199,0.015847741463018483,0.0032745342042435066,0.0,1,17789.045147664776,20191.31979284471
2018-04-05,0.006934327850134592,0.006934327850134592,0.005724380181341582,0.00120994766879301,0.0,1,17912.400218859526,20306.902583702
2018-04-06,-0.02557870372591331,-0.02557870372591331,-0.02514398750831759,-0.0004347162175957209,0.0,1,17454.224240641335,19796.306078804777
2018-04-09,0.00991804252688988,0.00991804252688988,0.007057653128225594,0.002860389398664287,0.0,1,17627.33597893389,19936.021540329166
2018-04-10,0.018817994707792884,0.018817994707792884,0.022171370241899302,-0.0033533755341064175,0.0,1,17959.047094097954,20378.030455050284
2018-04-11,-0.004675324661873814,-0.004675324661873814,-0.005796589238102112,0.001121264576228298,0.0,1,17875.082718315163,20259.90738302082
2018-04-12,0.009858501495455307,0.009858501495455307,0.012099617403294127,-0.00224111590783882,0.0,1,18051.30424802506,20505.04451098155
2018-04-13,0.003388078571008757,0.003388078571008757,-0.005203198017851185,0.008591276588859942,0.0,1,18112.463485126555,20398.352704026063
2018-04-16,0.006238196075185609,0.006238196075185609,0.007658818879918927,-0.001420622804733318,0.0,1,18225.452583751412,20554.579992834904
2018-04-17,0.013764076894434263,0.013764076894434263,0.02162774408012158,-0.007863667185687317,0.0,1,18476.309114550033,20999.129188594325
2018-04-18,-0.001,0.0,0.0020565033245909525,-0.0030565033245909526,0.5,0,18457.832805435482,21042.31396758418
2018-04-19,0.0,0.0,-0.009235272598231759,0.009235272598231759,0.0,0,18457.832805435482,20847.982461995958
2018-04-20,-0.04197222223702857,-0.040972222237028566,-0.01590113990860975,-0.026071082328418815,0.5,1,17683.116544911827,20516.47577605552
2018-04-23,-0.0028964518362400993,-0.0028964518362400993,-0.0025382411479411005,-0.0003582106882989988,0.0,1,17631.89824952487,20464.400013029994
2018-04-24,-0.013919147919051023,-0.013919147919051023,-0.02128858953012225,0.007369441611071226,0.0,1,17386.477249696076,20028.74180117237
2018-04-25,-0.001,0.0,0.001204901980696782,-0.002204901980696782,0.5,0,17369.09077244638,20052.874471839466
2018-04-26,0.0,0.0,0.02115541826082823,-0.02115541826082823,0.0,0,17369.09077244638,20477.101418623115
2018-04-27,0.0,0.0,0.0006202736087235206,-0.0006202736087235206,0.0,0,17369.09077244638,20489.80282421624
2018-04-30,0.0,0.0,-0.00712872473723325,0.00712872473723325,0.0,0,17369.09077244638,20343.73665996222
2018-05-01,0.0,0.0,0.01148785332768787,-0.01148785332768787,0.0,0,17369.09077244638,20577.44252284897
2018-05-02,0.043175044356793646,0.04417504435679365,-0.0059255902955575035,0.04910063465235115,0.5,1,18119.002036983926,20455.50902912818
2018-05-03,-0.001,0.0,-0.00012418566727878666,-0.0008758143327212134,0.5,0,18100.883034946943,20452.968748089876
2018-05-04,0.0,0.0,0.019064868112704136,-0.019064868112704136,0.0,0,18100.883034946943,20842.90189978547
2018-05-07,0.0,0.0,0.008348609874435642,-0.008348609874435642,0.0,0,18100.883034946943,21016.911156397913
2018-05-08,0.0,0.0,-0.0010273816801263935,0.0010273816801263935,0.0,0,18100.883034946943,20995.318766902983
2018-05-09,0.0,0.0,0.010949842855343395,-0.010949842855343395,0.0,0,18100.883034946943,21225.214208098416
2018-05-10,0.0,0.0,0.010412354623460018,-0.010412354623460018,0.0,0,18100.883034946943,21446.21866539204
2018-05-11,0.0,0.0,-0.0009475912417403753,0.0009475912417403753,0.0,0,18100.883034946943,21425.896416416264
2018-05-14,0.0,0.0,0.0017191381655334848,-0.0017191381655334848,0.0,0,18100.883034946943,21462.730492676495
2018-05-15,0.0,0.0,-0.011125631250819223,0.011125631250819223,0.0,0,18100.883034946943,21223.944067579265
2018-05-16,0.00833276122615978,0.00933276122615978,0.00664276166553357,0.0016899995606262097,0.5,1,18251.7133712598,21364.92966962281
2018-05-17,-0.001,0.0,-0.0038642362834283572,0.002864236283428357,0.5,0,18233.46165788854,21282.37053320056
2018-05-18,-0.004636558113843669,-0.0036365581138436687,-0.0051921955063432,0.0005556373924995315,0.5,1,18148.9211532952,21171.868304553744
2018-05-21,0.007084965930853393,0.007084965930853393,0.005639238397151747,0.0014457275337016462,0.0,1,18277.505641348038,21291.261517236224
2018-05-22,-0.001,0.0,-0.0013124207006616206,0.0003124207006616206,0.5,0,18259.22813570669,21263.318424877805
2018-05-23,0.005411626415929961,0.006411626415929961,0.008482211283866281,-0.0030705848679363204,0.5,1,18358.040257020377,21443.678384353745
2018-05-24,-0.001,0.0,-0.00029615734528687376,-0.0007038426547131263,0.5,0,18339.682216763355,21437.32768149025
2018-05-25,0.0,0.0,0.0010072332622674818,-0.0010072332622674818,0.0,0,18339.682216763355,21458.920070985172
2018-05-29,0.0,0.0,-0.004439204841921063,0.004439204841921063,0.0,0,18339.682216763355,21363.659529103657
2018-05-30,0.0,0.0,0.007193852131340384,-0.007193852131340384,0.0,0,18339.682216763355,21517.34653674033
2018-05-31,0.0,0.0,-0.0006493154761635367,0.0006493154761635367,0.0,0,18339.682216763355,21503.374990628046
2018-06-01,0.01703392731444542,0.01803392731444542,0.01577089779957297,0.001263029514872449,0.5,1,18652.079030613728,21842.502519951136
2018-06-04,-0.001,0.0,0.009071393128995187,-0.010071393128995187,0.5,0,18633.426951583115,22040.64444723068
2018-06-05,0.0,0.0,0.003111868636160864,-0.003111868636160864,0.0,0,18633.426951583115,22109.232037406793
2018-06-06,0.0,0.0,0.005859739350076776,-0.005859739350076776,0.0,0,18633.426951583115,22238.786374376366
2018-06-07,0.0,0.0,-0.008167266726585853,0.008167266726585853,0.0,0,18633.426951583115,22057.15627438127
2018-06-08,0.0,0.0,5.758406193523413e-05,-5.758406193523413e-05,0.0,0,18633.426951583115,22058.426415034286
2018-06-11,-0.0034517475188733373,-0.0024517475188733373,0.002706294871225312,-0.006158042390098649,0.5,1,18569.10906633488,22118.123021308595
2018-06-12,0.005490770271119549,0.005490770271119549,0.005283130547012016,0.0002076397241075334,0.0,1,18671.067778357487,22234.97595268504
2018-06-13,-0.001,0.0,-5.712353914200108e-05,-0.0009428764608579989,0.5,0,18652.396710579127,22233.70581216588
2018-06-14,-0.0004756161398792305,0.0005243838601207695,0.010168571157141981,-0.010644187297021213,0.5,1,18643.525329656146,22459.790831803854
2018-06-15,-0.010272536705441815,-0.010272536705441815,-0.003506208731891558,-0.006766327973550257,0.0,1,18452.00903138842,22381.042117072924
2018-06-18,-0.0005295488131638049,-0.0005295488131638049,-0.0005779925484694637,4.844373530565882e-05,0.0,1,18442.23779190536,22368.106041502273
2018-06-19,-0.016159796539994997,-0.016159796539994997,-0.0028452606584227214,-0.013314535881572276,0.0,1,18144.214981445966,22304.46294937896
2018-06-20,0.004362108880873405,0.004362108880873405,0.007133448168481937,-0.002771339287608532,0.0,1,18223.36202275301,22463.57067975418
2018-06-21,-0.0055764075113211575,-0.0055764075113211575,-0.00872616053558517,0.0031497530242640126,0.0,1,18121.741129887803,22267.54995580018
2018-06-22,-0.0029116790614381882,-0.0029116790614381882,-0.0022293252723405432,-0.000682353789097645,0.0,1,18068.976435683107,22217.90834393061
2018-06-25,-0.014871295701315401,-0.014871295701315401,-0.02262951221418985,0.00775821651287445,0.0,1,17800.267344087963,21715.12791568788
2018-06-26,0.012405994408017929,0.012405994408017929,0.004103145480818249,0.00830284892719968,0.0,1,18021.09736121994,21804.228244660528
2018-06-27,-0.0014639700665023403,-0.0014639700665023403,-0.013660179484877744,0.012196209418375403,0.0,1,17994.71501411759,21506.378573309223
2018-06-28,0.007276281487466507,0.007276281487466507,0.008641056352375998,-0.0013647748649094904,0.0,1,18125.64962584705,21692.21640249672
2018-06-29,-0.002102425886339465,-0.002102425886339465,0.002699200658917267,-0.004801626545256732,0.0,1,18087.54179086695,21750.768047303718
2018-07-02,0.011182540131034369,0.011182540131034369,0.006729836465186656,0.004452703665847713,0.0,1,18289.80645281508,21897.147159254284
2018-07-03,-0.01741639064687328,-0.01741639064687328,-0.011625823533519264,-0.005790567113354017,0.0,1,17971.26403877715,21642.574790493287
2018-07-05,0.008046976955811358,0.008046976955811358,0.012468327525254175,-0.004421350569442817,0.0,1,18115.87838636399,21912.42150147097
2018-07-06,0.013861920157707042,0.013861920157707042,0.015625832858389144,-0.001763912700682102,0.0,1,18366.9992461425,22254.821337375524
2018-07-09,0.013885194458555405,0.013885194458555405,0.00903679110047162,0.004848403358083786,0.0,1,18622.02860229533,22455.933508779708
2018-07-10,-0.001,0.0,0.0007368744615063871,-0.0017368744615063872,0.5,0,18603.40657369303,22472.480712691613
2018-07-11,-0.01397609666090971,-0.012976096660909708,-0.005097682246140933,-0.008878414414768776,0.5,1,18343.403565196895,22357.92314673578
2018-07-12,0.016766020870261356,0.016766020870261356,0.017307063721979432,-0.0005410428517180765,0.0,1,18650.949452202614,22744.873147327453
2018-07-13,-0.001,0.0,0.0008394387362105071,-0.0018394387362105072,0.5,0,18632.29850275041,22763.966074897515
2018-07-16,0.0,0.0,-0.002404372732751181,0.002404372732751181,0.0,0,18632.29850275041,22709.23301557776
2018-07-17,0.0,0.0,0.006109494798036907,-0.006109494798036907,0.0,0,18632.29850275041,22847.97495655384
2018-07-18,0.0,0.0,-0.0018941417203319766,0.0018941417203319766,0.0,0,18632.29850275041,22804.69765396353
2018-07-19,0.0,0.0,-0.005023419634590964,0.005023419634590964,0.0,0,18632.29850275041,22690.140088007698
2018-07-20,0.0,0.0,-0.00022439030479481925,0.00022439030479481925,0.0,0,18632.29850275041,22685.04864055751
2018-07-23,0.0,0.0,0.0031982794634561884,-0.0031982794634561884,0.0,0,18632.29850275041,22757.601765752108
2018-07-24,0.0,0.0,0.004138914873032862,-0.004138914873032862,0.0,0,18632.29850275041,22851.79354217494
2018-07-25,0.0,0.0,0.01403658684751985,-0.01403658684751985,0.0,0,18632.29850275041,23172.554726851267
2018-07-26,0.0,0.0,-0.015215531259329396,0.015215531259329396,0.0,0,18632.29850275041,22819.97199604634
2018-07-27,0.0,0.0,-0.013554154585918798,0.013554154585918798,0.0,0,18632.29850275041,22510.666567965593
2018-07-30,-0.006602680927914161,-0.005602680927914161,-0.014192752655669771,0.00759007172775561,0.5,1,18509.275380783096,22191.178245252202
2018-07-31,0.0020009478375606626,0.0020009478375606626,0.007686094225632045,-0.005685146388071383,0.0,1,18546.31147533109,22361.741732223007
2018-08-01,0.0589100845977244,0.0589100845977244,0.0038137343969220083,0.05509635020080239,0.0,1,19638.87625331859,22447.02347584227
2018-08-02,-0.001,0.0,0.013665941260268655,-0.014665941260268656,0.5,0,19619.237377065274,22753.783180131002
2018-08-03,0.0,0.0,0.00307673677156739,-0.00307673677156739,0.0,0,19619.237377065274,22823.790581533583
2018-08-06,0.0,0.0,0.00591152267222439,-0.00591152267222439,0.0,0,19619.237377065274,22958.713937022418
2018-08-07,0.0,0.0,0.0036591283765619043,-0.0036591283765619043,0.0,0,19619.237377065274,23042.722818678743
2018-08-08,0.0,0.0,0.0012152626606543038,-0.0012152626606543038,0.0,0,19619.237377065274,23070.72577932009
2018-08-09,0.0,0.0,-0.0006068937920580275,0.0006068937920580275,0.0,0,19619.237377065274,23056.72429906635
2018-08-10,0.0,0.0,-0.0076735877173627065,0.0076735877173627065,0.0,0,19619.237377065274,22879.79650268242
2018-08-13,0.0,0.0,-0.0011126513667348847,0.0011126513667348847,0.0,0,19619.237377065274,22854.339265833096
2018-08-14,0.0,0.0,0.00629348267825125,-0.00629348267825125,0.0,0,19619.237377065274,22998.172654125494
2018-08-15,0.0,0.0,-0.012286860070066963,0.012286860070066963,0.0,0,19619.237377065274,22715.59732485701
2018-08-16,0.0,0.0,0.003306047724775718,-0.003306047724775718,0.0,0,19619.237377065274,22790.696173709777
2018-08-17,0.0,0.0,0.00022340025409972597,-0.00022340025409972597,0.0,0,19619.237377065274,22795.787621026095
2018-08-20,0.0,0.0,-0.0008934014420375336,0.0008934014420375336,0.0,0,19619.237377065274,22775.421831493084
2018-08-21,0.0,0.0,0.003688576320468373,-0.003688576320468373,0.0,0,19619.237377065274,22859.43071314941
2018-08-22,-0.0009534970350296703,4.6502964970329685e-05,0.003897749258263694,-0.0048512462932933645,0.5,1,19600.530492396698,22948.53104225592
2018-08-23,0.0020460358040861326,0.0020460358040861326,-0.0014421144384682005,0.003488150242554333,0.0,1,19640.633879563222,22915.436634298247
2018-08-24,-0.001,0.0,0.009331735338125036,-0.010331735338125037,0.5,0,19620.99324568366,23129.277424127093
2018-08-27,0.0,0.0,0.01023604406418599,-0.01023604406418599,0.0,0,19620.99324568366,23366.02972701324
2018-08-28,0.0,0.0,0.0014708219662591393,-0.0014708219662591393,0.0,0,19620.99324568366,23400.3969968
2018-08-29,0.0,0.0,0.011586109964024649,-0.011586109964024649,0.0,0,19620.99324568366,23671.516569606752
2018-08-30,0.0,0.0,-0.0017744718962798833,0.0017744718962798833,0.0,0,19620.99324568366,23629.512128711664
2018-08-31,0.0,0.0,0.001292819087127528,-0.001292819087127528,0.0,0,19620.99324568366,23660.060813011176
2018-09-04,0.0,0.0,-0.004303832874139268,0.004303832874139268,0.0,0,19620.99324568366,23558.23186548
2018-09-05,0.0,0.0,-0.012967307747791867,0.012967307747791867,0.0,0,19620.99324568366,23252.745022886487
2018-09-06,0.0,0.0,-0.00897740641688538,0.00897740641688538,0.0,0,19620.99324568366,23043.995680507825
2018-09-07,-0.009068130871735192,-0.00806813087173519,-0.0038665312304329014,-0.00520159964130229,0.5,1,19443.06751109837,22954.895351535182
2018-09-10,-0.01342069590154138,-0.01342069590154138,0.003382484266993835,-0.016803180168535214,0.0,1,19182.128014638776,23032.53992391224
2018-09-11,0.025282828752853703,0.025282828752853703,0.007736908686653665,0.017545920066200038,0.0,1,19667.10647234821,23210.740582125254
2018-09-12,-0.012419030611165893,-0.012419030611165893,-0.002961324707856594,-0.0094577059033093,0.0,1,19422.860075035056,23142.00604255176
2018-09-13,0.024155244957369648,0.024155244957369648,0.01072543404514481,0.013429810912224838,0.0,1,19892.024017920245,23390.21410203349
2018-09-14,-0.001,0.0,-0.00293860241183197,0.0019386024118319698,0.5,0,19872.131993902323,23321.479562459986
2018-09-17,-0.02762616153078723,-0.02662616153078723,-0.014463421485967576,-0.013162740044819654,0.5,1,19323.141265477654,22984.171173871753
2018-09-18,0.0016522856517346973,0.0016522856517346973,0.008306989849376167,-0.00665470419764147,0.0,1,19355.068614537046,23175.100450509428
2018-09-19,0.0005956744982551498,0.0005956744982551498,-0.0007689315484479264,0.0013646060467030763,0.0,1,19366.597935322705,23157.28038463458
2018-09-20,0.007601776788837222,0.007601776788837222,0.011103121271086591,-0.003501344482249369,0.0,1,19513.818489986184,23414.39847705373
2018-09-21,-0.010771258463170508,-0.010771258463170508,-0.0054905978616348605,-0.005280660601535647,0.0,1,19303.630107427147,23285.839430844157
2018-09-24,0.014380226052261413,0.014380226052261413,0.002791431228073238,0.011588794824188176,0.0,1,19581.220672001185,23350.840250203313
2018-09-25,0.006340866871753281,0.006340866871753281,0.0013652085543289783,0.004975658317424303,0.0,1,19705.382585468768,23382.719017063657
2018-09-26,-0.007966155094709992,-0.007966155094709992,0.0007089405925913006,-0.008675095687301293,0.0,1,19548.406451592327,23399.29597574001
2018-09-27,0.02055167409230485,0.02055167409230485,0.008501260268402477,0.012050413823902373,0.0,1,19950.158930009362,23598.21948092716
2018-09-28,0.0035118915308967047,0.0035118915308967047,-0.00021614353756138627,0.003728035068458091,0.0,1,20020.221724195708,23593.118878288402
2018-10-01,0.006733410105856263,0.006733410105856263,0.0020538075495883934,0.00467960255626787,0.0,1,20155.02608747489,23641.574603958965
2018-10-02,-0.001,0.0,-0.0022653452321382828,0.0012653452321382827,0.5,0,20134.871061387414,23588.018275649647
2018-10-03,0.0,0.0,0.001081185081488245,-0.001081185081488245,0.0,0,20134.871061387414,23613.52128911115
2018-10-04,0.0,0.0,-0.01927831030605065,0.01927831030605065,0.0,0,20134.871061387414,23158.29249828113
2018-10-05,-0.017228781966107554,-0.016228781966107553,-0.012278910475715055,-0.004949871490392499,0.5,1,19787.97175795508,22873.933897924315
2018-10-08,-0.002318427043243476,-0.002318427043243476,-0.006132157890506362,0.003813730847262886,0.0,1,19742.094789100498,22733.667323685237
2018-10-09,0.013853510306663486,0.013853510306663486,0.0032532691747018117,0.010600241131961674,0.0,1,20015.59210273643,22807.626062817308
2018-10-10,-0.046326089830384776,-0.046326089830384776,-0.04416807913102905,-0.002158010699355728,0.0,1,19088.347984976725,21800.25703008387
2018-10-11,-0.008827879462792176,-0.008827879462792176,-0.01245889410011014,0.003631014637317964,0.0,1,18919.838349821515,21528.649936390877
2018-10-12,0.03571928189184814,0.03571928189184814,0.027956751589736317,0.007762530302111825,0.0,1,19595.641389186992,22130.521054724948
2018-10-15,-0.021385799833788077,-0.021385799833788077,-0.012157725145348408,-0.00922807468843967,0.0,1,19176.572924823144,21861.464262418256
2018-10-16,0.02203717335260169,0.02203717335260169,0.029222676036911865,-0.007185502684310174,0.0,1,19599.17038667628,22500.31475025143
2018-10-17,-0.004321404461828937,-0.004321404461828937,0.00039670799649837996,-0.004718112458327317,0.0,1,19514.474444319152,22509.24080503659
2018-10-18,-0.02337357022090214,-0.02337357022090214,-0.02328318985650546,-9.038036439668051e-05,0.0,1,19058.35150557086,21985.15387784712
2018-10-19,0.015230071279351609,0.015230071279351609,-0.0009280085523216686,0.016158079831673278,0.0,1,19348.61155746764,21964.75146702437
2018-10-22,0.006110072512159892,0.006110072512159892,0.005166842437887897,0.0009432300742719946,0.0,1,19466.83297709338,22078.23987704185
2018-10-23,0.009426693848318513,0.009426693848318513,-0.003696383570956474,0.013123077419274987,0.0,1,19650.34085176479,21996.630233884716
2018-10-24,-0.03430162078775523,-0.03430162078775523,-0.045970427015146864,0.011668806227391637,0.0,1,18976.302311517422,20985.435749138745
2018-10-25,0.02189781020978443,0.02189781020978443,0.03475678058319076,-0.012858970373406331,0.0,1,19391.841778018523,21714.82193491421
2018-10-26,-0.015923566869535666,-0.015923566869535666,-0.025837941407215848,0.009914374537680182,0.0,1,19083.05448874279,21153.75563809177
2018-10-29,-0.018770226548604274,-0.018770226548604274,-0.020676077040056473,0.001905850491452199,0.0,1,18724.86123274973,20716.378956832054
2018-10-30,0.004994346035005259,0.004994346035005259,0.01655769727680312,-0.011563351241797859,0.0,1,18818.379669203536,21059.394488270817
2018-10-31,0.026066572903655327,0.026066572903655327,0.023614580335861612,0.002451992567793715,0.0,1,19308.910334779495,21556.70325123869
2018-11-01,0.015352279986293293,0.015352279986293293,0.013250344813300341,0.0021019351729929525,0.0,1,19605.34613246926,21842.337002355598
2018-11-02,-0.0663306633038867,-0.0663306633038867,-0.01564577914788523,-0.050684884156001475,0.0,1,18304.910519200286,21500.596621543056
2018-11-05,-0.02838827839399538,-0.02838827839399538,-0.002490922891677294,-0.025897355502318087,0.0,1,17785.265623404055,21447.040293233735
2018-11-06,0.010814028468318249,0.010814028468318249,0.0076103408247787385,0.00320368764353951,0.0,1,17977.595992172148,21610.25957954801
2018-11-07,0.030328311347336046,0.030328311347336046,0.03150959189538538,-0.001181280548049335,0.0,1,18522.826120699367,22291.190039652905
2018-11-08,-0.0034891491634744254,-0.0034891491634744254,-0.006406875327762629,0.0029177261642882035,0.0,1,18458.197217435143,22148.37316416139
2018-11-09,-0.01928150030071618,-0.01928150030071618,-0.016926493676101217,-0.0023550066246149637,0.0,1,18102.29548223649,21773.478865862282
2018-11-12,-0.05037413802790125,-0.05037413802790125,-0.030394922378703892,-0.019979215649197357,0.0,1,17190.407950992456,21111.67566582005
